,MovieID,Title,Genre
4609,146,"Amazing Panda Adventure, The (1995)",Adventure|Children's
4611,169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama
4612,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's
4614,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
4616,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance
4620,362,"Jungle Book, The (1994)",Adventure|Children's|Romance
4625,502,"Next Karate Kid, The (1994)",Action|Children's
4629,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy
4631,577,Andre (1994),Adventure|Children's
4639,631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical
4640,634,Theodore Rex (1995),Comedy
4644,700,Angus (1995),Comedy
4645,709,Oliver & Company (1988),Animation|Children's
4646,711,Flipper (1996),Adventure|Children's
4651,801,Harriet the Spy (1996),Children's|Comedy
4653,885,Bogus (1996),Children's|Drama|Fantasy
4681,1460,That Darn Cat! (1997),Children's|Comedy|Mystery
4684,1489,Cats Don't Dance (1997),Animation|Children's|Musical
4685,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
4688,1551,Buddy (1997),Adventure|Children's|Drama
4691,1582,Wild America (1997),Adventure|Children's
4693,1592,Air Bud (1997),Children's|Comedy
4697,1707,Home Alone 3 (1997),Children's|Comedy
4701,1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
4704,1919,Madeline (1998),Children's|Comedy
4711,2036,Blank Check (1994),Children's|Comedy
4715,2057,"Incredible Journey, The (1963)",Adventure|Children's
4726,2092,"Return of Jafar, The (1993)",Animation|Children's|Musical
4735,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
4738,2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy
4744,2430,Mighty Joe Young (1949),Adventure|Children's|Drama
4748,2559,"King and I, The (1999)",Animation|Children's
4759,2828,Dudley Do-Right (1999),Children's|Comedy
4761,2899,Gulliver's Travels (1939),Adventure|Animation|Children's
4764,3054,Pok�mon: The First Movie (1998),Animation|Children's
4769,3400,We're Back! A Dinosaur's Story (1993),Animation|Children's
4788,536,"Simple Twist of Fate, A (1994)",Drama
4794,800,Lone Star (1996),Drama|Mystery
4795,1041,Secrets & Lies (1996),Drama
4819,2457,Running Scared (1986),Action|Comedy
4837,3316,Reindeer Games (2000),Action|Thriller
4838,3317,Wonder Boys (2000),Comedy|Drama
4839,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
4848,3710,Action Jackson (1988),Action|Comedy
4853,3783,Croupier (1998),Crime|Drama
4855,3794,Chuck & Buck (2000),Comedy|Drama
4858,3898,Bait (2000),Action|Comedy
4860,3946,Get Carter (2000),Action|Drama|Thriller
4866,72,Kicking and Screaming (1995),Comedy|Drama
4867,84,Last Summer in the Hamptons (1995),Comedy|Drama
4870,156,Blue in the Face (1995),Comedy
4871,176,Living in Oblivion (1995),Comedy
4876,298,Pushing Hands (1992),Comedy
4885,417,Barcelona (1994),Comedy|Romance
4894,568,Bhaji on the Beach (1993),Comedy|Drama
4912,945,Top Hat (1935),Comedy|Musical|Romance
4914,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical
4929,1416,Evita (1996),Drama|Musical
4938,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
4942,1794,Love and Death on Long Island (1997),Comedy|Drama
4943,1871,"Friend of the Deceased, A (1997)",Comedy|Drama
4948,1951,Oliver! (1968),Musical
4964,2333,Gods and Monsters (1998),Drama
4970,2499,God Said 'Ha!' (1998),Comedy
4972,2596,SLC Punk! (1998),Comedy|Drama
4979,2971,All That Jazz (1979),Musical
4992,3282,Different for Girls (1996),Comedy
4994,3545,Cabaret (1972),Musical|War
4995,3549,Guys and Dolls (1955),Musical
4996,3599,Anchors Aweigh (1945),Comedy|Musical
4998,3606,On the Town (1949),Musical
5050,12,Dracula: Dead and Loving It (1995),Comedy|Horror
5058,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy
5070,257,Just Cause (1995),Mystery|Thriller
5072,281,Nobody's Fool (1994),Drama
5073,294,"Perez Family, The (1995)",Comedy|Romance
5083,373,Red Rock West (1992),Thriller
5087,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's
5093,477,What's Love Got to Do with It? (1993),Drama
5114,869,Kansas City (1996),Crime
5118,993,Infinity (1996),Drama
5120,999,2 Days in the Valley (1996),Crime
5139,1401,Ghosts of Mississippi (1996),Drama
5142,1437,"Cement Garden, The (1993)",Drama
5150,1487,Selena (1997),Drama|Musical
5160,1627,U Turn (1997),Action|Crime|Mystery
5172,1783,Palmetto (1998),Film-Noir|Mystery|Thriller
5174,1799,Suicide Kings (1997),Crime|Drama
5185,2027,Mafia! (1998),Comedy|Crime
5187,2060,BASEketball (1998),Comedy
5192,2177,Family Plot (1976),Comedy|Thriller
5193,2190,Why Do Fools Fall In Love? (1998),Drama
5196,2279,Urban Legend (1998),Horror|Thriller
5206,2505,8MM (1999),Thriller
5210,2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
5226,2880,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy
5240,3129,Sweet and Lowdown (1999),Comedy|Drama
5241,3141,"Two Jakes, The (1990)",Drama
5271,3879,"Art of War, The (2000)",Action
5272,3896,"Way of the Gun, The (2000)",Crime|Thriller
5293,126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy
5356,810,Kazaam (1996),Children's|Comedy|Fantasy
5358,886,Bulletproof (1996),Action
5379,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller
5386,1099,"Christmas Carol, A (1938)",Drama
5427,1595,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
5429,1605,Excess Baggage (1997),Adventure|Romance
5432,1623,Wishmaster (1997),Horror
5443,1750,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
5445,1760,Spice World (1997),Comedy|Musical
5455,1881,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
5478,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
5481,2048,"Great Mouse Detective, The (1986)",Animation|Children's
5490,2084,Newsies (1992),Children's|Musical
5499,2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
5500,2114,"Outsiders, The (1983)",Drama
5517,2169,Dead Man on Campus (1998),Comedy
5519,2188,54 (1998),Drama
5527,2363,Godzilla (Gojira) (1954),Action|Sci-Fi
5528,2364,Godzilla (Gojira) (1984),Action|Sci-Fi
5552,2565,"King and I, The (1956)",Musical
5553,2566,Doug's 1st Movie (1999),Animation|Children's
5560,2606,Idle Hands (1999),Comedy|Horror
5575,2714,"Wood, The (1999)",Drama
5587,2771,Brokedown Palace (1999),Drama
5595,2840,Stigmata (1999),Thriller
5597,2861,For Love of the Game (1999),Comedy|Drama
5599,2876,Thumbelina (1994),Animation|Children's
5607,2978,Three to Tango (1999),Comedy|Romance
5609,2995,"House on Haunted Hill, The (1999)",Horror
5616,3078,Liberty Heights (1999),Drama
5627,3185,Snow Falling on Cedars (1999),Drama
5629,3225,Down to You (2000),Comedy|Romance
5630,3238,Eye of the Beholder (1999),Thriller
5637,3271,Of Mice and Men (1992),Drama
5639,3285,"Beach, The (2000)",Adventure|Drama
5648,3453,Here on Earth (2000),Drama|Romance
5649,3454,Whatever It Takes (2000),Comedy|Romance
5659,3511,Ready to Rumble (2000),Comedy
5662,3515,Me Myself I (2000),Comedy
5665,3535,American Psycho (2000),Comedy|Horror|Thriller
5677,3616,Loser (2000),Comedy|Romance
5680,3646,Big Momma's House (2000),Comedy
5683,3743,Boys and Girls (2000),Comedy|Romance
5688,3776,Melody Time (1948),Animation|Children's|Musical
5693,3824,Autumn in New York (2000),Drama|Romance
5694,3825,Coyote Ugly (2000),Drama
5696,3861,"Replacements, The (2000)",Comedy
5699,3882,Bring It On (2000),Comedy
5700,3895,"Watcher, The (2000)",Crime|Thriller
5737,1231,"Right Stuff, The (1983)",Drama
5749,1614,In & Out (1997),Comedy
5753,1727,"Horse Whisperer, The (1998)",Drama
5809,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
5823,1529,Nowhere (1997),Drama
5827,1824,Homegrown (1998),Comedy|Thriller
5844,2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama
5880,3784,"Kid, The (2000)",Comedy
5889,3901,Duets (2000),Comedy|Drama
5948,2098,Son of Flubber (1963),Children's|Comedy
5983,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
5985,942,Laura (1944),Crime|Film-Noir|Mystery
5989,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller
5995,1260,M (1931),Crime|Film-Noir|Thriller
5999,1325,Amityville: A New Generation (1993),Horror
6003,2066,Out of the Past (1947),Film-Noir
6012,2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
6013,2186,Strangers on a Train (1951),Film-Noir|Thriller
6014,2203,Shadow of a Doubt (1943),Film-Noir|Thriller
6020,2940,Gilda (1946),Film-Noir
6029,3429,Creature Comforts (1990),Animation|Comedy
6031,3683,Blood Simple (1984),Drama|Film-Noir
6097,2099,Song of the South (1946),Adventure|Animation|Children's|Musical
6102,2147,"Clan of the Cave Bear, The (1986)",Drama
6147,177,Lord of Illusions (1995),Horror
6148,204,Under Siege 2: Dark Territory (1995),Action
6150,251,"Hunted, The (1995)",Action
6154,273,Mary Shelley's Frankenstein (1994),Drama|Horror
6157,324,"Sum of Us, The (1994)",Comedy
6159,328,Tales From the Crypt Presents: Demon Knight (1995),Horror
6161,332,Village of the Damned (1995),Horror|Sci-Fi
6170,407,In the Mouth of Madness (1995),Horror|Thriller
6188,606,Candyman: Farewell to the Flesh (1995),Horror
6190,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
6211,921,My Favorite Year (1982),Comedy
6232,1128,"Fog, The (1980)",Horror
6234,1130,"Howling, The (1980)",Horror
6246,1217,Ran (1985),Drama|War
6254,1238,Local Hero (1983),Comedy
6267,1290,Some Kind of Wonderful (1987),Drama|Romance
6270,1300,My Life as a Dog (Mitt liv som hund) (1985),Drama
6276,1322,Amityville 1992: It's About Time (1992),Horror
6277,1326,Amityville II: The Possession (1982),Horror
6279,1328,"Amityville Curse, The (1990)",Horror
6280,1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
6296,1385,Under Siege (1992),Action
6303,1438,Dante's Peak (1997),Action|Thriller
6326,1681,Mortal Kombat: Annihilation (1997),Action|Adventure
6334,1785,King of New York (1990),Action|Crime
6345,1924,Plan 9 from Outer Space (1958),Horror|Sci-Fi
6351,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
6352,1976,Friday the 13th Part 3: 3D (1982),Horror
6353,1978,Friday the 13th Part V: A New Beginning (1985),Horror
6354,1979,Friday the 13th Part VI: Jason Lives (1986),Horror
6355,1987,Prom Night (1980),Horror
6356,1988,Hello Mary Lou: Prom Night II (1987),Horror
6357,1992,Child's Play 2 (1990),Horror
6358,1993,Child's Play 3 (1992),Horror
6360,1995,Poltergeist II: The Other Side (1986),Horror|Thriller
6361,1996,Poltergeist III (1988),Horror|Thriller
6363,1999,"Exorcist III, The (1990)",Horror
6369,2010,Metropolis (1926),Sci-Fi
6376,2026,Disturbing Behavior (1998),Horror|Thriller
6378,2034,"Black Hole, The (1979)",Sci-Fi
6396,2104,Tex (1982),Drama
6399,2113,Graveyard Shift (1990),Horror|Thriller
6404,2121,Cujo (1983),Horror|Thriller
6405,2122,Children of the Corn (1984),Horror|Thriller
6427,2315,Bride of Chucky (1998),Horror|Thriller
6430,2327,Tales from the Darkside: The Movie (1990),Horror
6431,2328,Vampires (1998),Horror
6436,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
6437,2368,King Kong Lives (1986),Action|Adventure|Horror
6442,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
6446,2451,"Gate, The (1987)",Horror
6454,2476,Heartbreak Ridge (1986),Action|War
6456,2515,Children of the Corn II: The Final Sacrifice (1993),Horror
6457,2517,Christine (1983),Horror
6458,2519,House on Haunted Hill (1958),Horror
6459,2525,Alligator (1980),Action|Horror|Sci-Fi
6467,2549,Wing Commander (1999),Action|Sci-Fi
6470,2613,Night of the Comet (1984),Action|Horror|Sci-Fi
6471,2615,My Science Project (1985),Adventure|Sci-Fi
6476,2634,"Mummy, The (1959)",Horror
6477,2635,"Mummy's Curse, The (1944)",Horror
6478,2637,"Mummy's Hand, The (1940)",Horror
6484,2645,Dracula (1958),Horror
6486,2652,"Curse of Frankenstein, The (1957)",Horror
6490,2665,Earth Vs. the Flying Saucers (1956),Sci-Fi
6491,2668,Swamp Thing (1982),Horror|Sci-Fi
6501,2734,"Mosquito Coast, The (1986)",Drama
6502,2736,Brighton Beach Memoirs (1986),Comedy
6505,2787,Cat's Eye (1985),Horror
6511,2818,Iron Eagle IV (1995),Action|War
6516,2877,Tommy (1975),Drama|Musical
6517,2878,Hell Night (1981),Horror
6530,3013,Bride of Re-Animator (1990),Comedy|Horror
6531,3016,Creepshow (1982),Horror
6532,3017,Creepshow 2 (1987),Horror
6533,3018,Re-Animator (1985),Horror
6534,3024,Piranha (1978),Horror|Sci-Fi
6535,3029,Nighthawks (1981),Action|Drama
6538,3036,Quest for Fire (1981),Adventure
6549,3138,Stealing Home (1988),Drama
6553,3190,Supernova (2000),Adventure|Sci-Fi
6554,3197,"Presidio, The (1988)",Action
6555,3203,Dead Calm (1989),Thriller
6562,3375,Destination Moon (1950),Sci-Fi
6563,3403,Raise the Titanic (1980),Drama|Thriller
6565,3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi
6576,3491,My Chauffeur (1986),Comedy
6588,3658,Quatermass and the Pit (1967),Sci-Fi
6589,3659,Quatermass II (1957),Sci-Fi|Thriller
6590,3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
6591,3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
6593,3693,"Toxic Avenger, The (1985)",Comedy|Horror
6594,3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
6608,3754,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy
6614,3802,Freejack (1992),Action|Sci-Fi
6615,3806,MacKenna's Gold (1969),Western
6618,3840,Pumpkinhead (1988),Horror
6619,3841,Air America (1990),Action|Comedy
6620,3843,Sleepaway Camp (1983),Horror
6621,3859,"Eyes of Tammy Faye, The (2000)",Documentary
6625,3917,Hellraiser (1987),Horror
6626,3918,Hellbound: Hellraiser II (1988),Horror
6627,3919,Hellraiser III: Hell on Earth (1992),Horror
6628,3921,Beach Party (1963),Comedy
6631,3938,"Slumber Party Massacre, The (1982)",Horror
6632,3939,"Slumber Party Massacre II, The (1987)",Horror
6633,3941,Sorority House Massacre (1986),Horror
6634,3942,Sorority House Massacre II (1990),Horror
6679,892,Twelfth Night (1996),Comedy|Drama|Romance
6683,941,"Mark of Zorro, The (1940)",Adventure
6831,3406,Captain Horatio Hornblower (1951),Action|Adventure|War
6868,241,Fluke (1995),Children's|Drama
6942,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
6945,2907,Superstar (1999),Comedy
6958,3538,East is East (1999),Comedy
6969,382,Wolf (1994),Drama|Horror
6977,742,Thinner (1996),Horror|Thriller
7008,2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller
7036,3934,Kronos (1957),Sci-Fi
7042,20,Money Train (1995),Action
7044,22,Copycat (1995),Crime|Drama|Thriller
7050,71,Fair Game (1995),Action
7051,78,"Crossing Guard, The (1995)",Drama
7052,81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance
7053,88,Black Sheep (1996),Comedy
7056,101,Bottle Rocket (1996),Comedy
7059,145,Bad Boys (1995),Action
7064,225,Disclosure (1994),Drama|Thriller
7066,259,Kiss of Death (1995),Crime|Drama|Thriller
7085,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
7086,415,Another Stakeout (1993),Comedy|Thriller
7089,436,Color of Night (1994),Drama|Thriller
7092,451,Flesh and Bone (1993),Drama|Mystery|Romance
7095,458,Geronimo: An American Legend (1993),Drama|Western
7101,544,Striking Distance (1993),Action
7111,603,"Bye Bye, Love (1995)",Comedy
7116,687,Country Life (1994),Drama|Romance
7117,707,Mulholland Falls (1996),Crime|Film-Noir|Thriller
7124,848,"Spitfire Grill, The (1996)",Drama
7126,875,Nothing to Lose (1994),Drama
7127,897,For Whom the Bell Tolls (1943),Adventure|War
7146,948,Giant (1956),Drama
7152,982,Picnic (1955),Drama
7154,998,Set It Off (1996),Action|Crime
7172,1103,Rebel Without a Cause (1955),Drama
7174,1112,Palookaville (1996),Action|Drama
7179,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
7199,1228,Raging Bull (1980),Drama
7205,1245,Miller's Crossing (1990),Drama
7213,1263,"Deer Hunter, The (1978)",Drama|War
7217,1268,Pump Up the Volume (1990),Drama
7223,1281,"Great Dictator, The (1940)",Comedy
7236,1333,"Birds, The (1963)",Horror
7240,1352,Albino Alligator (1996),Crime|Thriller
7241,1355,Nightwatch (1997),Horror|Thriller
7249,1389,Jaws 3-D (1983),Action|Horror
7277,1661,Switchback (1997),Thriller
7286,1715,Office Killer (1997),Thriller
7295,1807,"Cool Dry Place, A (1998)",Drama
7296,1816,Two Girls and a Guy (1997),Comedy|Drama
7298,1841,"Gingerbread Man, The (1998)",Drama|Thriller
7301,1887,Almost Heroes (1998),Adventure|Comedy
7302,1890,Little Boy Blue (1997),Drama
7308,1934,You Can't Take It With You (1938),Comedy
7311,1950,In the Heat of the Night (1967),Drama|Mystery
7324,1975,Friday the 13th Part 2 (1981),Horror
7330,1991,Child's Play (1988),Horror
7349,2112,Grand Canyon (1991),Crime|Drama
7362,2183,"Man Who Knew Too Much, The (1956)",Thriller
7367,2242,"Grandview, U.S.A. (1984)",Drama
7370,2249,My Blue Heaven (1990),Comedy
7372,2260,Wisdom (1986),Action|Crime
7374,2263,"Seventh Sign, The (1988)",Thriller
7375,2267,Mortal Thoughts (1991),Mystery|Thriller
7381,2310,"Mighty, The (1998)",Drama
7388,2343,"Naked Man, The (1998)",Drama
7389,2347,"Pope of Greenwich Village, The (1984)",Action
7395,2374,Gung Ho (1986),Comedy|Drama
7399,2381,Police Academy 4: Citizens on Patrol (1987),Comedy
7436,2518,Night Shift (1982),Comedy
7437,2524,"Towering Inferno, The (1974)",Action|Drama
7440,2537,Beyond the Poseidon Adventure (1979),Adventure
7444,2551,Dead Ringers (1988),Drama|Thriller
7469,2728,Spartacus (1960),Drama
7472,2741,No Mercy (1986),Action|Thriller
7473,2745,"Mission, The (1986)",Drama
7474,2749,"Morning After, The (1986)",Drama|Mystery
7479,2772,Detroit Rock City (1999),Comedy
7491,2852,"Soldier's Story, A (1984)",Drama
7495,2866,"Buddy Holly Story, The (1978)",Drama
7505,2928,"Razor's Edge, The (1984)",Drama
7509,2956,Someone to Watch Over Me (1987),Action|Crime|Thriller
7515,3001,"Suburbans, The (1999)",Drama
7518,3014,Bustin' Loose (1981),Comedy
7519,3020,Falling Down (1993),Action|Drama
7525,3071,Stand and Deliver (1987),Drama
7529,3093,McCabe & Mrs. Miller (1971),Drama|Western
7534,3102,Jagged Edge (1985),Thriller
7538,3109,"River, The (1984)",Drama
7539,3110,Country (1984),Drama
7540,3111,Places in the Heart (1984),Drama
7542,3167,Carnal Knowledge (1971),Drama
7544,3169,"Falcon and the Snowman, The (1984)",Drama
7548,3200,"Last Detail, The (1973)",Comedy|Drama
7549,3201,Five Easy Pieces (1970),Drama
7551,3204,"Boys from Brazil, The (1978)",Thriller
7553,3211,"Cry in the Dark, A (1988)",Drama
7568,3304,Blue Collar (1978),Crime|Drama
7570,3330,Splendor in the Grass (1961),Drama
7580,3389,Let's Get Harry (1986),Action|Adventure
7583,3405,"Night to Remember, A (1958)",Action|Drama
7587,3430,Death Wish (1974),Action|Drama
7590,3465,That's Life! (1986),Drama
7592,3468,"Hustler, The (1961)",Drama
7595,3497,Max Dugan Returns (1983),Comedy
7596,3498,Midnight Express (1978),Drama
7600,3509,Black and White (1999),Drama
7604,3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller
7608,3557,Jennifer 8 (1992),Thriller
7611,3619,"Hollywood Knights, The (1980)",Comedy
7612,3649,American Gigolo (1980),Drama
7626,3724,Coming Home (1978),Drama|War
7632,3766,Missing in Action (1984),Action|War
7634,3791,Footloose (1984),Drama
7635,3792,Duel in the Sun (1946),Western
7639,3849,"Spiral Staircase, The (1946)",Thriller
7642,3871,Shane (1953),Drama|Western
7643,3929,"Bank Dick, The (1940)",Comedy
7644,3937,Runaway (1984),Sci-Fi|Thriller
7650,41,Richard III (1995),Drama|War
7653,79,"Juror, The (1996)",Drama|Thriller
7655,97,"Hate (Haine, La) (1995)",Drama
7656,100,City Hall (1996),Drama|Thriller
7660,117,"Young Poisoner's Handbook, The (1995)",Crime
7662,147,"Basketball Diaries, The (1995)",Drama
7667,175,Kids (1995),Drama
7670,190,Safe (1995),Thriller
7671,194,Smoke (1995),Drama
7672,211,"Browning Version, The (1994)",Drama
7679,272,"Madness of King George, The (1994)",Drama
7681,306,Three Colors: Red (1994),Drama
7687,406,Federal Hill (1994),Drama
7695,535,Short Cuts (1993),Drama
7699,574,Spanking the Monkey (1994),Comedy|Drama
7707,617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
7708,627,"Last Supper, The (1995)",Drama|Thriller
7710,645,Nelly & Monsieur Arnaud (1995),Drama
7711,649,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
7713,665,Underground (1995),War
7714,668,Pather Panchali (1955),Drama
7715,714,Dead Man (1995),Western
7719,764,Heavy (1995),Drama|Romance
7720,766,I Shot Andy Warhol (1996),Drama
7723,781,Stealing Beauty (1996),Drama
7726,824,Kaspar Hauser (1993),Drama
7781,1251,8 1/2 (1963),Drama
7789,1280,Raise the Red Lantern (1991),Drama
7797,1354,Breaking the Waves (1996),Drama
7800,1366,"Crucible, The (1996)",Drama
7808,1509,All Over Me (1997),Drama
7810,1543,"Designated Mourner, The (1997)",Drama
7812,1594,In the Company of Men (1997),Drama
7813,1596,Career Girls (1997),Drama
7822,1649,"Fast, Cheap & Out of Control (1997)",Documentary
7826,1684,Mrs. Dalloway (1997),Romance
7829,1719,"Sweet Hereafter, The (1997)",Drama
7837,1834,"Spanish Prisoner, The (1997)",Drama|Thriller
7839,1859,Taste of Cherry (1997),Drama
7840,1860,Character (Karakter) (1997),Drama
7844,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
7870,2318,Happiness (1998),Comedy
7874,2341,Dancing at Lughnasa (1998),Drama
7879,2575,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama
7882,2609,"King of Masks, The (Bian Lian) (1996)",Drama
7884,2676,Instinct (1999),Drama|Thriller
7887,2696,"Dinner Game, The (Le D�ner de cons) (1998)",Comedy
7888,2697,My Son the Fanatic (1998),Comedy|Drama|Romance
7900,2925,"Conformist, The (Il Conformista) (1970)",Drama
7901,2929,Reds (1981),Drama
7912,3125,"End of the Affair, The (1999)",Drama
7913,3163,Topsy-Turvy (1999),Drama
7914,3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary
7923,3416,"Trial, The (Le Proc�s) (1963)",Drama
7928,3469,Inherit the Wind (1960),Drama
7934,3746,Butterfly (La Lengua de las Mariposas) (2000),Drama|War
7937,3819,Tampopo (1986),Comedy
7938,3910,Dancer in the Dark (2000),Drama|Musical
7943,69,Friday (1995),Comedy
7948,312,Stuart Saves His Family (1995),Comedy
7988,2361,Pink Flamingos (1972),Comedy
7998,2560,Ravenous (1999),Drama|Horror
8026,3760,"Kentucky Fried Movie, The (1977)",Comedy
8073,512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi
8076,548,Terminal Velocity (1994),Action
8109,1432,Metro (1997),Action
8196,3719,Love's Labour's Lost (2000),Comedy|Romance
8207,3884,"Crew, The (2000)",Comedy
8228,171,Jeffrey (1995),Comedy
8235,242,Farinelli: il castrato (1994),Drama|Musical
8257,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
8277,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary
8297,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
8331,1086,Dial M for Murder (1954),Mystery|Thriller
8334,1093,"Doors, The (1991)",Drama|Musical
8338,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
8340,1177,Enchanted April (1991),Drama
8341,1187,Passion Fish (1992),Drama
8370,1289,Koyaanisqatsi (1983),Documentary|War
8387,1454,SubUrbia (1997),Comedy
8388,1464,Lost Highway (1997),Mystery
8405,1699,"Butcher Boy, The (1998)",Drama
8412,1780,Ayn Rand: A Sense of Life (1997),Documentary
8417,1856,Kurt & Courtney (1998),Documentary|Musical
8423,1932,"Great Ziegfeld, The (1936)",Musical
8424,1938,"Lost Weekend, The (1945)",Drama
8470,2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror
8473,2178,Frenzy (1972),Thriller
8474,2181,Marnie (1964),Thriller
8476,2212,"Man Who Knew Too Much, The (1934)",Thriller
8482,2337,Velvet Goldmine (1998),Drama
8535,3007,American Movie (1999),Documentary
8540,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
8546,3094,Maurice (1987),Drama|Romance
8557,3392,She-Devil (1989),Comedy
8558,3395,Nadine (1987),Comedy
8564,3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy
8566,3478,"Bamba, La (1987)",Drama
8578,3758,Communion (1989),Drama|Sci-Fi|Thriller
8582,3813,Interiors (1978),Drama
8596,206,Unzipped (1995),Documentary
8628,735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
8636,950,"Thin Man, The (1934)",Mystery
8670,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
8686,1303,"Man Who Would Be King, The (1975)",Adventure
8764,2467,"Name of the Rose, The (1986)",Mystery
8765,2495,"Fantastic Planet, The (La Plan�te sauvage) (1973)",Animation|Sci-Fi
8777,2788,And Now for Something Completely Different (1971),Comedy
8779,2820,Hamlet (1964),Drama
8817,3539,"Filth and the Fury, The (2000)",Documentary
8819,3627,Carnival of Souls (1962),Horror|Thriller
8822,3679,"Decline of Western Civilization, The (1981)",Documentary
8890,85,Angels and Insects (1995),Drama|Romance
8898,290,Once Were Warriors (1994),Crime|Drama
8908,461,Go Fish (1994),Drama|Romance
8948,927,"Women, The (1939)",Comedy
8951,931,Spellbound (1945),Mystery|Romance|Thriller
8954,935,"Band Wagon, The (1953)",Comedy|Musical
8959,949,East of Eden (1955),Drama
8965,965,"39 Steps, The (1935)",Thriller
8968,973,Meet John Doe (1941),Drama
8969,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
8986,1082,"Candidate, The (1972)",Drama
8998,1190,Tie Me Up! Tie Me Down! (1990),Drama
9086,1937,Going My Way (1944),Comedy
9087,1939,"Best Years of Our Lives, The (1946)",Drama|War
9089,1946,Marty (1955),Drama|Romance
9105,2070,Tender Mercies (1983),Drama
9132,2206,Suspicion (1941),Mystery|Thriller
9138,2272,One True Thing (1998),Drama
9139,2287,Them! (1954),Sci-Fi|Thriller|War
9140,2290,Stardust Memories (1980),Comedy|Drama
9143,2301,History of the World: Part I (1981),Comedy
9144,2303,Nashville (1975),Drama|Musical
9168,2570,"Walk on the Moon, A (1999)",Drama|Romance
9172,2612,Mildred Pierce (1945),Drama
9175,2639,Mommie Dearest (1981),Drama
